temperature,humidity,visibility,wind_speed,hour,weather_condition,risk_level
9.06,37.5,8.86,12.1,16,Clear,Low
9.07,69.6,10.35,16.56,23,Cloudy,Medium
26.63,74.7,6.42,1.64,5,Cloudy,Low
36.77,100.0,10.37,5.84,2,Clear,Low
28.52,63.5,3.81,7.55,15,Cloudy,Medium
0.59,40.6,9.28,6.34,13,Fog,High
17.57,62.8,13.03,24.33,20,Snow,Medium
-7.58,59.9,8.34,12.11,3,Cloudy,Medium
25.82,56.2,6.07,18.61,5,Cloudy,Low
-4.62,71.2,4.72,13.89,9,Snow,High
5.36,43.1,10.17,26.12,19,Cloudy,Low
14.96,67.4,11.78,3.97,4,Cloudy,Low
20.34,76.7,8.83,11.21,22,Clear,Low
11.87,90.6,7.61,2.12,2,Fog,High
33.23,70.6,3.21,19.3,22,Cloudy,Low
23.68,83.8,9.37,22.03,16,Cloudy,Medium
22.74,57.0,6.93,19.85,3,Fog,High
0.25,59.5,7.1,10.88,23,Rain,Medium
35.39,89.3,13.85,1.4,1,Fog,High
5.36,40.3,3.6,11.22,9,Clear,Medium
35.85,57.7,4.0,5.9,17,Thunderstorm,High
39.27,85.3,9.69,20.3,8,Snow,High
21.15,61.2,7.84,8.16,9,Rain,Medium
27.38,59.9,7.44,7.97,6,Thunderstorm,Low
-20.0,60.2,9.82,31.57,4,Cloudy,High
12.66,67.1,9.77,19.19,13,Cloudy,Low
28.23,84.5,6.08,21.68,10,Rain,Low
26.09,81.6,7.22,7.39,19,Heavy Rain,High
0.36,65.2,9.15,2.1,13,Rain,Low
11.48,84.7,9.5,21.6,12,Fog,High
-15.44,71.2,10.45,25.43,3,Cloudy,Low
19.96,80.5,7.25,0.42,6,Cloudy,Low
-7.6,46.5,10.04,7.34,0,Cloudy,High
28.57,96.3,11.85,3.77,23,Heavy Rain,High
29.19,69.0,9.14,16.33,18,Rain,Medium
9.31,15.5,8.69,21.78,6,Thunderstorm,Medium
21.26,94.9,8.29,8.69,10,Thunderstorm,Medium
12.39,65.1,7.15,8.66,13,Cloudy,Low
17.9,57.9,6.19,5.61,5,Clear,Low
1.23,54.1,8.11,3.41,3,Rain,High
22.47,72.9,10.35,25.57,22,Rain,Medium
-4.69,49.0,6.33,16.43,8,Clear,Low
-6.96,54.6,8.77,20.34,18,Clear,Medium
13.54,55.0,8.43,8.71,15,Snow,Medium
12.47,59.7,14.33,9.54,9,Cloudy,Low
18.27,55.7,11.17,12.17,14,Fog,Medium
7.21,80.4,11.12,14.92,6,Cloudy,Low
37.63,69.9,11.76,24.38,6,Thunderstorm,Low
16.93,72.1,7.36,5.95,17,Rain,Medium
17.79,76.0,13.13,10.76,18,Heavy Rain,High
17.37,63.3,9.48,4.86,17,Rain,Medium
27.03,46.6,8.87,5.71,16,Cloudy,Medium
21.91,97.5,5.36,20.28,21,Rain,Medium
20.3,81.7,7.8,27.73,7,Clear,Low
23.83,94.0,3.7,18.89,0,Cloudy,Medium
-6.9,83.6,8.26,14.07,6,Thunderstorm,Medium
-6.44,56.7,7.27,28.68,15,Fog,High
14.09,22.7,7.8,16.13,14,Fog,Medium
12.63,42.9,4.84,19.22,6,Heavy Rain,High
21.96,76.5,11.11,13.27,18,Heavy Rain,Medium
15.24,63.2,10.78,14.64,23,Fog,High
21.98,57.4,14.07,10.8,2,Heavy Rain,High
0.05,20.1,13.98,19.49,0,Clear,Medium
14.87,64.8,9.47,2.18,16,Cloudy,Medium
-1.09,45.5,12.07,15.77,11,Clear,Low
19.64,52.0,9.78,4.32,16,Clear,Medium
-7.54,80.3,7.72,16.59,17,Rain,Medium
19.18,46.5,8.17,33.55,0,Fog,High
-2.63,48.2,10.92,18.3,18,Clear,Low
10.4,68.3,15.0,22.57,4,Heavy Rain,High
25.74,80.7,12.5,20.12,15,Cloudy,Medium
17.73,57.8,9.74,8.93,23,Snow,Medium
-4.75,91.4,10.45,10.81,11,Rain,Medium
6.93,42.0,10.42,16.03,8,Rain,Low
-3.02,38.8,8.73,6.8,21,Cloudy,Medium
-5.34,37.3,11.27,9.45,10,Cloudy,Medium
16.41,35.3,8.53,11.29,13,Cloudy,Low
21.72,71.1,5.97,0.92,4,Rain,High
20.29,47.4,10.44,3.27,12,Cloudy,Low
22.23,39.6,10.85,24.04,1,Cloudy,Low
14.86,71.8,8.56,20.23,20,Rain,Medium
11.72,79.8,9.93,14.44,14,Clear,Low
2.12,83.9,11.88,22.47,10,Clear,Low
9.72,80.8,8.84,11.76,17,Clear,Low
-0.86,48.5,7.66,24.68,14,Snow,High
4.86,70.0,6.87,8.15,10,Fog,Medium
16.07,73.9,8.24,3.85,7,Clear,Medium
13.59,56.5,13.6,11.92,1,Rain,Medium
45.0,68.0,8.4,8.57,5,Cloudy,Medium
-1.15,42.5,10.08,6.85,9,Cloudy,Medium
13.5,53.7,8.03,10.38,11,Cloudy,Low
-2.08,71.7,7.77,4.87,23,Cloudy,High
10.35,92.1,6.36,4.46,8,Rain,High
10.83,85.7,9.3,1.9,11,Clear,Low
25.14,76.9,7.45,15.75,0,Clear,Low
9.6,66.4,12.82,3.01,2,Cloudy,Low
12.7,63.6,8.68,0.82,11,Clear,Low
9.84,38.9,8.87,2.34,8,Thunderstorm,High
-1.81,50.0,8.46,13.85,15,Cloudy,Medium
7.17,50.5,10.11,18.02,20,Clear,Low
10.42,75.3,13.47,18.76,1,Cloudy,Low
15.89,82.0,5.88,13.93,3,Cloudy,Low
21.71,78.3,9.83,16.82,13,Rain,Low
12.18,86.3,4.29,11.51,2,Rain,High
11.97,66.3,12.67,16.1,7,Rain,Medium
-5.65,47.3,8.68,15.96,16,Cloudy,Medium
21.48,64.1,4.52,5.43,0,Snow,High
6.65,52.0,5.17,2.32,14,Clear,Low
23.97,76.8,11.44,24.17,2,Cloudy,Medium
30.8,58.5,4.01,13.13,18,Fog,High
12.75,63.2,9.83,21.47,17,Cloudy,Medium
2.72,77.5,7.71,2.1,1,Thunderstorm,High
14.8,51.7,8.42,8.35,12,Rain,Low
19.18,82.4,6.98,0.39,11,Cloudy,Low
11.21,40.7,6.14,17.82,22,Rain,Low
8.23,70.5,7.54,6.47,0,Fog,Medium
21.76,63.4,10.72,7.01,16,Snow,Medium
20.97,79.9,8.12,29.6,13,Clear,Low
10.84,40.3,10.26,18.0,23,Snow,High
-4.85,37.4,8.27,17.89,17,Clear,Medium
20.48,78.5,10.83,1.18,6,Clear,Low
5.79,58.0,10.24,4.72,2,Cloudy,Medium
17.57,63.4,7.38,20.74,13,Rain,Medium
16.81,53.1,6.14,8.16,20,Clear,Low
-7.67,81.4,11.87,7.49,13,Snow,High
15.97,70.4,6.56,4.7,13,Cloudy,Low
21.17,69.3,10.5,3.67,12,Clear,Low
22.65,43.9,9.09,8.03,8,Cloudy,Low
16.41,74.0,7.61,2.5,21,Rain,Medium
-8.73,47.1,10.29,1.06,4,Clear,Medium
30.32,53.1,13.1,14.3,12,Fog,Medium
19.93,40.4,10.88,21.6,20,Clear,Low
0.56,62.2,9.39,3.63,6,Rain,Medium
5.55,84.2,13.86,13.76,10,Snow,Medium
17.77,69.1,3.98,16.87,16,Snow,High
23.16,57.0,5.66,16.02,3,Rain,Low
9.14,67.0,7.61,10.01,6,Clear,Low
24.91,66.9,13.26,6.63,17,Clear,Low
-6.51,66.2,11.83,18.83,2,Cloudy,High
2.49,68.2,3.85,15.02,9,Fog,High
-9.77,46.3,7.69,5.05,14,Clear,Medium
4.23,66.9,5.03,10.01,20,Snow,Medium
33.1,33.4,8.88,12.5,3,Snow,High
39.69,75.4,11.71,2.16,12,Thunderstorm,High
17.82,45.2,11.93,9.81,17,Clear,Medium
7.34,86.2,9.8,16.42,9,Clear,Medium
12.34,21.0,7.72,4.55,10,Cloudy,Medium
20.68,95.1,8.71,14.1,11,Cloudy,Medium
-3.76,35.5,11.05,3.09,20,Snow,High
8.13,43.4,15.0,0.87,14,Fog,High
32.22,70.4,5.44,17.54,9,Cloudy,Low
2.45,76.1,13.77,22.57,0,Snow,High
6.01,59.9,9.73,1.35,9,Snow,High
15.16,81.1,11.46,20.58,19,Cloudy,Low
18.4,50.7,9.56,11.88,10,Cloudy,Low
7.5,57.8,13.21,7.92,9,Fog,Medium
15.92,59.6,9.99,0.91,17,Snow,Medium
22.3,55.3,7.05,17.47,23,Thunderstorm,Medium
38.54,30.2,10.35,2.62,3,Rain,High
13.49,64.6,12.38,6.43,22,Cloudy,Low
14.5,62.9,9.0,11.27,8,Snow,Medium
33.33,84.4,2.78,16.03,14,Clear,Low
8.41,41.9,8.66,13.66,6,Snow,Low
-0.89,53.5,9.29,26.12,0,Clear,Medium
18.0,86.7,8.87,4.66,9,Cloudy,Medium
27.91,70.3,7.51,12.89,21,Rain,Medium
19.33,74.9,12.97,16.07,21,Clear,Low
13.84,73.2,1.88,18.41,9,Cloudy,Medium
-2.38,73.2,9.28,21.46,15,Clear,Medium
14.3,97.8,9.32,8.09,18,Clear,Low
29.8,66.6,15.0,17.86,12,Clear,Medium
0.19,46.8,8.96,3.67,19,Clear,Low
12.06,76.5,10.34,11.3,3,Heavy Rain,High
10.35,54.8,9.38,16.51,22,Cloudy,Low
6.63,63.0,9.28,20.78,13,Clear,Low
17.98,71.7,14.29,17.13,3,Clear,Low
20.32,50.2,5.67,12.81,19,Rain,Medium
20.19,55.8,7.0,11.28,22,Clear,Medium
3.28,73.6,11.26,16.94,8,Cloudy,Low
-4.75,55.1,9.77,31.7,11,Rain,Medium
18.15,82.5,8.15,19.69,21,Thunderstorm,Medium
8.93,47.2,8.79,15.43,12,Clear,Low
37.06,47.2,11.74,0.32,8,Clear,Medium
37.61,99.3,10.46,4.4,15,Clear,Low
38.89,37.5,6.86,9.08,3,Fog,High
3.72,64.5,9.71,20.19,8,Cloudy,Low
21.83,98.3,8.85,3.57,19,Heavy Rain,Medium
25.45,64.5,10.41,17.78,2,Cloudy,Low
24.1,89.2,8.04,13.08,13,Cloudy,Low
10.75,76.7,5.38,15.19,16,Thunderstorm,High
30.35,64.9,11.02,10.06,12,Clear,Low
15.01,62.6,10.65,6.63,9,Cloudy,Medium
16.54,26.9,13.25,3.24,22,Thunderstorm,High
-3.45,59.3,5.05,17.5,19,Clear,Medium
22.74,69.2,8.79,11.31,19,Clear,Low
11.88,69.2,8.31,2.3,2,Clear,Medium
20.58,100.0,7.81,14.01,23,Snow,High
17.82,70.1,4.38,42.81,12,Thunderstorm,High
17.17,76.3,5.8,10.19,16,Rain,High
14.45,86.0,9.81,26.89,9,Thunderstorm,High
24.44,74.7,7.5,11.27,13,Clear,Low
12.61,63.5,6.52,9.57,17,Rain,High
-2.46,63.5,13.29,20.59,12,Rain,Low
21.83,58.7,15.0,12.14,13,Clear,Low
5.29,73.0,8.83,6.22,8,Rain,Medium
-0.89,61.9,4.49,11.76,23,Cloudy,High
2.73,76.2,10.19,20.87,4,Heavy Rain,High
18.4,46.8,2.74,31.29,8,Snow,High
13.84,67.6,4.95,21.59,19,Clear,Medium
-10.59,92.9,10.24,7.46,11,Clear,Medium
10.4,61.0,4.85,9.9,0,Fog,High
29.03,98.2,8.11,9.97,2,Heavy Rain,High
9.58,67.9,4.55,4.19,21,Cloudy,Low
13.01,64.0,9.17,10.6,23,Cloudy,Low
27.52,67.1,12.37,9.54,6,Snow,Medium
24.55,59.4,7.16,1.19,5,Clear,Low
27.26,29.3,8.94,19.54,5,Clear,Low
-18.27,80.8,6.55,15.79,21,Cloudy,Low
35.8,100.0,6.76,6.23,0,Clear,Medium
22.64,73.6,6.51,13.33,2,Thunderstorm,High
44.54,74.7,11.36,3.32,8,Clear,Low
5.61,61.7,4.76,7.03,23,Rain,High
-6.16,85.8,8.0,18.19,2,Rain,High
15.09,64.3,10.23,16.24,7,Clear,Low
11.7,69.8,11.73,7.38,4,Clear,Low
22.84,36.8,10.32,14.8,7,Clear,Medium
27.9,55.5,8.78,11.33,16,Cloudy,Low
13.95,71.6,7.29,3.02,4,Clear,Low
12.11,81.3,11.78,10.49,9,Fog,High
21.27,81.8,6.4,15.89,3,Heavy Rain,High
11.92,36.6,6.44,14.76,0,Clear,Medium
10.92,38.4,13.06,3.23,11,Clear,Low
27.45,75.5,10.08,13.49,7,Clear,Low
30.12,51.6,10.19,12.23,17,Snow,High
28.01,81.1,10.8,5.08,0,Fog,High
12.98,35.7,8.72,4.73,1,Cloudy,Low
-10.68,63.2,4.69,16.42,21,Cloudy,High
13.22,64.4,9.75,24.46,10,Cloudy,Low
5.9,73.6,8.95,2.76,20,Heavy Rain,Medium
13.44,46.4,6.42,20.81,2,Snow,Medium
6.95,29.6,5.73,4.92,8,Clear,Low
14.75,68.1,8.86,24.58,16,Fog,Medium
2.53,74.5,4.93,9.85,5,Clear,Low
-0.37,83.1,8.57,5.57,5,Clear,Low
29.67,58.5,8.21,15.19,2,Snow,Medium
3.36,79.0,8.64,3.34,8,Cloudy,Medium
15.0,73.7,10.21,16.64,16,Clear,Medium
26.45,88.8,10.87,10.88,7,Clear,Low
25.97,64.0,6.87,22.29,2,Clear,Low
24.54,33.9,11.61,4.7,15,Clear,Low
18.63,63.8,8.34,13.72,16,Thunderstorm,High
23.69,66.6,14.26,21.6,9,Rain,High
31.48,74.3,7.24,14.98,6,Cloudy,Low
20.1,37.4,4.17,21.45,17,Heavy Rain,High
-7.05,59.4,11.5,3.95,17,Clear,Medium
8.66,80.6,10.28,18.55,14,Clear,Low
23.36,63.1,12.6,18.7,9,Cloudy,Low
7.47,59.5,9.93,2.68,12,Cloudy,Low
34.44,99.3,15.0,21.9,3,Clear,Medium
14.24,45.7,8.43,14.95,0,Rain,Medium
16.02,87.2,12.14,9.47,6,Cloudy,Low
28.5,83.4,7.42,9.31,12,Clear,Low
12.81,60.9,10.48,2.66,16,Rain,Medium
17.12,64.4,11.03,17.68,5,Rain,Medium
25.79,64.3,11.5,14.72,16,Thunderstorm,High
-2.67,68.3,11.33,17.25,7,Fog,High
11.58,54.3,0.1,12.71,14,Clear,Medium
24.95,57.3,8.79,13.85,2,Clear,Low
15.79,58.6,7.27,9.34,7,Cloudy,Medium
32.61,59.2,7.87,21.69,4,Cloudy,Medium
-3.91,59.4,8.15,17.46,15,Snow,High
-5.28,24.7,11.93,13.56,17,Snow,High
24.24,66.8,9.61,10.79,1,Cloudy,Medium
25.39,55.5,7.48,3.91,9,Fog,High
12.68,31.4,4.6,5.86,14,Cloudy,Low
19.8,58.7,13.6,8.69,17,Rain,Low
23.94,58.1,7.06,23.42,18,Rain,Medium
5.23,88.0,8.61,5.66,18,Cloudy,Low
6.52,55.3,15.0,6.01,3,Clear,Low
17.28,77.0,7.14,3.25,15,Clear,Low
25.85,89.9,8.17,0.39,19,Clear,Low
1.01,53.7,9.7,3.77,13,Cloudy,Low
12.62,64.1,4.18,14.51,21,Rain,Low
12.07,96.1,3.83,7.57,19,Clear,Low
20.02,69.1,7.56,7.17,23,Snow,Medium
14.9,71.7,7.66,6.36,22,Rain,Low
8.45,57.7,9.4,14.13,0,Cloudy,Low
29.98,77.4,6.07,15.51,9,Cloudy,Medium
8.53,64.3,10.3,4.82,21,Clear,Low
11.49,32.0,2.53,5.16,1,Cloudy,High
-4.1,58.6,8.79,11.2,1,Cloudy,Medium
6.44,43.7,10.08,15.95,6,Thunderstorm,High
21.19,67.0,9.99,13.15,9,Heavy Rain,High
18.85,48.5,8.51,19.41,14,Clear,Low
22.19,73.6,7.02,0.71,13,Cloudy,Low
21.61,65.8,8.42,15.74,17,Snow,High
40.05,42.5,12.7,30.46,5,Fog,Medium
6.03,56.1,7.2,12.43,11,Fog,Medium
-4.43,76.2,11.93,12.8,8,Snow,High
2.39,85.7,12.41,16.67,21,Clear,Low
6.56,48.8,3.79,7.09,21,Rain,Low
3.31,45.2,8.62,3.48,19,Rain,Medium
16.12,100.0,6.07,12.52,4,Snow,High
30.03,64.8,4.49,2.89,2,Fog,High
33.48,66.6,11.38,15.56,12,Cloudy,Low
21.05,51.7,10.42,17.08,16,Cloudy,Low
40.7,68.9,9.79,2.43,19,Cloudy,Low
10.72,95.9,5.74,13.47,19,Fog,Medium
-4.59,69.6,9.63,10.05,5,Cloudy,Medium
27.64,84.2,5.07,25.3,8,Clear,Low
-7.06,65.5,9.23,23.79,22,Cloudy,Medium
5.94,46.5,7.02,19.57,16,Heavy Rain,Low
21.24,52.7,12.15,22.9,23,Thunderstorm,High
13.77,44.9,7.91,8.71,5,Cloudy,Low
12.71,68.9,9.69,14.34,6,Heavy Rain,High
0.83,87.0,9.7,9.73,15,Clear,Low
14.87,67.9,8.77,3.03,11,Cloudy,Low
27.04,59.5,9.32,12.74,23,Clear,Medium
15.24,50.8,9.91,11.25,0,Rain,Medium
5.04,71.4,6.31,10.18,14,Fog,Low
0.03,42.7,10.21,11.47,23,Snow,Medium
5.28,44.6,11.59,12.55,12,Rain,Low
19.71,81.2,10.19,19.99,3,Cloudy,Medium
19.12,60.0,7.94,6.74,1,Snow,High
5.39,59.6,9.52,0.48,10,Fog,Medium
-11.53,62.0,7.91,18.1,18,Heavy Rain,High
20.04,78.1,8.64,19.71,16,Rain,High
4.23,68.0,5.44,15.22,2,Heavy Rain,High
23.27,51.6,13.14,1.75,15,Cloudy,Low
5.93,52.3,14.81,10.82,21,Cloudy,Low
3.15,61.5,6.89,14.57,15,Thunderstorm,Low
16.84,70.4,11.36,2.38,6,Cloudy,Low
43.29,64.4,13.37,5.12,0,Cloudy,Medium
23.99,62.8,6.13,10.68,13,Clear,Low
16.63,65.8,2.52,22.65,17,Cloudy,High
19.31,64.3,13.55,14.03,20,Cloudy,Low
-6.01,51.0,8.97,6.85,17,Clear,High
1.53,84.9,7.44,10.19,11,Thunderstorm,Medium
-15.13,56.3,9.14,6.0,13,Fog,High
35.76,67.3,7.89,8.29,4,Thunderstorm,Medium
33.33,27.9,15.0,18.5,17,Cloudy,Low
19.71,61.1,7.41,5.28,15,Rain,Low
16.62,45.2,9.98,23.83,0,Clear,Low
-3.62,47.4,12.88,31.7,7,Cloudy,Medium
12.37,100.0,12.86,13.46,3,Clear,Low
36.51,69.5,12.29,4.52,23,Rain,High
16.58,87.1,7.72,22.47,1,Clear,Low
8.22,80.4,8.54,14.5,12,Clear,Low
-6.1,82.7,2.48,7.27,7,Cloudy,Medium
31.56,61.4,8.78,3.25,22,Clear,Low
14.16,93.9,9.1,8.35,4,Fog,Medium
-6.08,80.2,11.23,13.73,22,Clear,Low
3.91,65.7,14.39,20.06,4,Rain,Medium
-0.33,69.7,11.13,14.56,0,Clear,High
13.42,62.5,12.21,16.09,10,Cloudy,Low
17.49,65.9,8.95,9.0,11,Clear,Low
8.96,64.2,12.85,19.69,14,Thunderstorm,Medium
24.32,71.9,9.03,10.14,12,Snow,Medium
15.95,96.3,12.42,28.54,13,Snow,High
27.75,43.3,11.41,6.13,7,Clear,Low
10.71,85.6,10.18,15.55,20,Cloudy,Low
45.0,58.4,4.38,31.7,13,Snow,Medium
8.23,87.9,12.28,21.38,9,Cloudy,Low
4.16,59.0,10.13,18.71,1,Clear,Low
2.68,72.4,11.11,14.67,9,Cloudy,Medium
12.47,62.1,9.94,12.48,10,Fog,Medium
-5.63,33.8,10.46,10.44,0,Clear,Medium
18.53,96.3,12.9,6.94,19,Clear,Low
-7.86,48.0,7.58,1.82,18,Rain,High
16.94,66.5,10.4,17.77,5,Clear,Low
-1.22,46.1,6.67,1.84,14,Cloudy,Low
10.42,40.9,10.73,17.86,3,Cloudy,Medium
22.25,61.3,9.75,9.22,3,Rain,Medium
42.65,54.3,7.11,3.4,16,Clear,Low
2.06,44.0,9.28,24.65,4,Rain,Medium
13.2,64.4,7.29,1.04,22,Cloudy,Low
6.31,38.3,7.87,6.0,4,Cloudy,Medium
4.56,67.3,10.06,6.85,15,Rain,Medium
6.42,62.7,9.81,13.35,9,Rain,Low
24.89,20.4,3.24,6.49,1,Rain,Medium
9.14,55.6,10.11,25.16,0,Clear,Low
41.99,73.4,8.09,0.34,3,Snow,High
19.99,45.9,7.76,48.77,18,Rain,Medium
2.88,74.2,5.62,2.47,23,Cloudy,Low
10.6,72.8,8.86,38.6,7,Cloudy,Low
5.38,46.7,7.43,21.84,6,Clear,Low
24.6,64.8,12.82,11.01,22,Heavy Rain,Medium
-4.67,79.8,3.75,14.04,9,Clear,Medium
-1.09,49.2,6.11,8.59,6,Cloudy,Low
7.9,61.3,5.91,15.12,13,Fog,Low
23.2,85.7,9.78,5.37,8,Cloudy,Medium
29.8,49.6,12.52,18.38,7,Clear,Medium
31.57,73.3,10.51,13.64,22,Thunderstorm,Medium
21.36,45.6,5.72,3.09,17,Cloudy,Medium
14.01,62.1,7.71,15.84,4,Clear,Low
24.54,73.0,6.57,15.29,14,Cloudy,Low
1.27,21.7,10.52,5.55,20,Cloudy,Low
-7.14,55.4,7.65,8.15,11,Cloudy,Medium
20.24,72.7,4.76,16.61,3,Cloudy,Medium
2.93,69.1,10.75,21.82,11,Snow,Medium
14.22,55.6,12.79,10.72,11,Clear,Low
16.44,45.1,8.46,20.38,4,Rain,Medium
17.98,76.3,9.36,22.5,20,Rain,Low
26.25,59.2,4.48,23.73,0,Thunderstorm,High
24.98,74.8,2.82,15.75,3,Clear,Medium
17.34,71.8,3.45,3.88,2,Clear,Medium
9.7,56.9,8.87,20.02,0,Fog,High
16.29,84.3,8.08,10.28,6,Thunderstorm,Medium
7.85,54.3,10.64,16.56,5,Heavy Rain,High
12.64,86.4,8.41,6.34,19,Cloudy,Low
45.0,88.8,11.96,6.6,6,Thunderstorm,High
17.19,83.9,11.62,5.69,5,Rain,Medium
20.4,61.7,8.03,0.08,9,Clear,Low
6.53,100.0,5.99,6.72,2,Snow,High
27.24,67.7,3.25,2.7,17,Cloudy,High
24.12,69.3,13.3,17.1,19,Clear,Low
24.21,64.6,6.17,2.42,1,Heavy Rain,High
17.58,44.7,4.51,5.98,15,Snow,Medium
27.41,88.3,9.39,12.03,13,Snow,Low
30.26,54.7,4.54,28.31,23,Clear,Low
18.4,81.6,9.39,5.77,17,Cloudy,Low
13.62,85.9,7.99,0.44,21,Heavy Rain,Medium
25.73,75.9,11.77,0.19,19,Heavy Rain,Medium
4.15,52.5,11.51,4.25,14,Fog,Low
6.38,58.9,12.31,6.09,23,Cloudy,Low
14.36,16.8,9.62,32.74,14,Clear,Medium
-5.9,62.9,6.42,20.7,19,Cloudy,Medium
24.93,79.4,5.89,9.16,10,Clear,Low
3.45,60.7,7.41,28.68,2,Rain,Medium
9.34,54.4,14.98,6.49,15,Cloudy,Low
12.44,59.6,8.25,8.3,4,Cloudy,Low
15.47,86.9,9.48,7.76,12,Rain,Low
10.88,64.0,13.56,21.24,17,Clear,Medium
14.19,98.4,9.76,11.37,20,Fog,Medium
14.28,54.7,6.75,25.57,5,Clear,Low
9.64,68.9,11.19,15.91,21,Clear,Low
5.72,57.2,7.71,20.18,5,Clear,Low
27.98,100.0,9.87,4.35,18,Cloudy,Low
-10.25,68.2,10.54,3.29,20,Fog,High
12.53,100.0,7.52,3.0,15,Snow,Medium
9.37,57.4,9.56,8.15,11,Cloudy,Medium
20.03,92.5,13.8,1.85,14,Cloudy,Low
-2.45,67.1,7.12,23.16,9,Clear,Medium
9.0,80.1,12.95,10.21,2,Cloudy,Medium
13.77,43.0,7.23,17.54,11,Clear,Low
27.84,71.3,14.41,7.57,0,Clear,Low
18.99,45.8,6.43,19.42,6,Snow,Medium
0.8,69.6,7.82,5.69,23,Rain,High
9.15,37.7,13.52,11.56,2,Fog,High
25.63,63.3,13.66,16.51,1,Cloudy,Low
0.59,84.7,11.46,17.27,23,Cloudy,Medium
14.06,74.9,5.75,9.14,17,Cloudy,Medium
14.89,42.8,9.25,3.4,7,Fog,High
10.37,30.8,9.0,21.1,2,Clear,Low
45.0,73.9,6.43,8.47,12,Clear,Low
10.05,93.5,11.09,9.25,22,Rain,Medium
20.4,47.6,6.67,31.97,1,Cloudy,Low
5.8,100.0,5.13,12.87,23,Rain,Medium
21.33,64.9,4.14,7.33,3,Fog,High
25.45,29.7,14.14,6.79,23,Fog,High
7.94,36.9,7.47,17.81,2,Cloudy,Low
14.34,78.9,7.53,4.61,6,Rain,Low
4.26,67.3,5.91,16.61,1,Cloudy,Medium
1.27,91.7,13.1,21.91,10,Cloudy,Low
27.44,43.4,4.86,11.21,15,Snow,Medium
8.35,67.1,5.39,20.89,3,Clear,Low
-13.96,65.1,8.03,11.38,0,Clear,Low
36.18,62.4,8.94,5.81,3,Rain,Medium
5.37,58.1,10.98,2.98,10,Clear,Low
12.04,58.5,6.97,14.48,12,Clear,Low
34.69,68.1,13.63,14.66,15,Clear,Low
13.3,70.4,6.99,20.83,22,Thunderstorm,Low
13.04,69.5,5.97,19.96,8,Snow,High
0.26,86.7,5.69,30.61,14,Rain,Medium
-4.62,43.4,6.68,6.77,3,Cloudy,Medium
13.0,32.4,5.49,15.2,8,Clear,Low
19.35,83.3,11.25,5.81,5,Thunderstorm,High
18.67,48.0,6.0,20.37,4,Clear,Low
9.22,58.2,8.6,3.66,3,Rain,Medium
15.24,54.0,5.91,20.22,1,Cloudy,Low
-7.05,53.6,5.48,5.37,7,Clear,Medium
20.52,38.8,12.32,18.9,1,Cloudy,Low
16.94,54.7,13.81,22.86,8,Cloudy,Low
38.68,76.7,12.81,1.99,1,Rain,High
15.09,64.9,4.59,0.12,9,Heavy Rain,High
3.69,74.1,5.0,14.11,19,Clear,Medium
14.39,56.1,14.94,13.16,5,Snow,Low
11.07,81.3,8.24,9.37,1,Rain,Medium
20.22,55.8,4.88,7.71,5,Heavy Rain,High
15.32,27.0,12.25,4.3,10,Cloudy,Low
-0.12,70.7,9.2,14.98,15,Rain,High
-4.63,78.8,10.71,3.32,15,Rain,Medium
18.15,54.9,2.29,15.29,0,Cloudy,Medium
31.6,86.6,8.02,6.83,22,Clear,Low
15.95,49.7,11.85,8.2,10,Rain,High
24.76,77.1,7.08,22.94,7,Heavy Rain,High
27.15,96.4,12.71,20.59,22,Cloudy,Low
18.2,65.7,5.05,3.03,4,Snow,Medium
5.23,60.9,8.66,4.14,18,Snow,Medium
17.34,63.1,13.93,19.0,23,Heavy Rain,High
29.48,94.3,5.55,0.9,7,Clear,Low
21.36,72.3,9.81,25.09,10,Cloudy,Low
23.98,100.0,10.76,13.22,13,Thunderstorm,Medium
9.45,70.0,9.27,6.8,19,Clear,Medium
12.57,53.2,8.25,12.09,23,Clear,Low
13.58,54.5,6.37,24.25,13,Cloudy,Low
14.38,66.1,9.59,7.18,17,Clear,Low
29.02,28.3,8.69,21.24,20,Heavy Rain,Medium
-13.17,56.5,4.69,22.75,14,Fog,High
15.37,56.8,12.3,9.11,18,Cloudy,Low
14.05,69.3,6.27,11.36,13,Heavy Rain,Medium
-1.46,100.0,4.77,13.23,13,Rain,High
23.06,66.0,7.21,18.6,21,Rain,Medium
6.31,30.4,6.32,5.43,8,Clear,Low
10.72,48.5,8.23,11.87,4,Rain,High
37.19,69.7,5.27,11.1,17,Heavy Rain,High
27.12,66.7,10.34,18.11,13,Clear,Low
21.89,94.2,13.14,36.08,13,Fog,Medium
19.57,82.3,9.32,5.4,8,Cloudy,Low
13.02,81.7,4.67,12.71,17,Heavy Rain,High
38.99,61.1,6.26,5.15,11,Rain,Medium
24.63,84.8,9.66,7.6,15,Heavy Rain,High
6.01,48.9,3.1,2.32,0,Clear,Medium
-1.8,82.4,5.3,1.77,22,Rain,Medium
21.8,59.9,4.06,22.65,19,Clear,Medium
14.33,38.9,9.35,15.2,11,Cloudy,Low
-2.15,75.7,15.0,12.84,4,Clear,Medium
20.14,90.2,5.22,4.13,23,Cloudy,Low
11.77,57.7,11.45,11.33,13,Rain,Low
21.37,93.1,7.31,1.59,11,Clear,Low
20.3,35.2,5.04,11.75,22,Clear,Low
